label,review
1,"忽然想太开心的事情其实蛮难的。因为最近事情特别多，压力特别大，很难想到说非常开心的事情。觉得唯一开心的就是准备到国庆了，可以休息一下，这算是唯一开心的吧，其他的还真的想不到。
"
0,"感觉最近因为压力大，一直在和家里人争吵。所以上一次应该也是最近，前两天吧。其实我觉得争吵的内容不是什么大事，就还是情绪感染，最近特别特别烦，然后一有什么事情不太能掌控的时候就有点不耐烦。
"
1,"老师。老师为人师表。
"
0,"好像是想不起来，跟别人争吵诶。
"
1,"喜欢发发呆，听听歌。嗯，因为很喜欢音乐，然后发呆的时候感觉比较轻松。
"
0,"前几天吧。希望有一个同学不要把，负罪感，就是不要让自己太有负罪感，但是他觉得我不能理解他的情绪，然后就有一点点小的争吵。
"
1,"我放松的时候喜欢自己做好吃的，或者是看比较愉悦的电影。这样给我做成功吃的会有一种成功感和满足感，嗯看过一些老电影脑子会放空。
"
0,"上一次跟别人争吵应该是跟我妈，跟我妈妈。是因为被催婚。
"
1,"上周二晚上踢球的时候。
"
0,"记不清了，已经很久很久没有跟别人争吵过了。大概是，可能是和我妈吵架吧。因为我不给她干活。
"
1,"友好，善良，活泼开朗，乐于学习。
"
0,"上一次争吵是和女朋友争吵。原因是因为一些很细小的小事儿，但是之后我们就和好了。
"
1,"最近感到开心的事情就是去见了自己喜欢的小哥哥，看他在篮球场上打篮球还递了一瓶矿泉水给他，就很满足。
"
0,"也不算争吵吧，但是自己可能会有一些不满的情绪，就在微信群里会发文字来表达自己的情绪。我是觉得班长安排工作安排得不是很合理，就表达了自己的意见，就不算是争吵。我本人也不太会争吵。
"
1,"喜欢看雪，喜欢我们家楼下做烤冷面叔叔的烤冷面，加肠加蛋不要辣
"
0,"我好像不怎么和别人吵架，上一次和别人吵架，可能还是因为跟我爸爸吵架吧。我平时在宿舍的话是不会跟舍友吵架的，一般都是我气他们，但是我不跟他们吵。跟我爸爸都吵架的话，我跟我爸已经吵习惯了，觉得可能二十岁了不会再吵架，但，可能还是会吵，但是就是吵完之后处理问题的方式可能会变得更成熟一点，就是两个人都会向彼此道歉，这样，我觉得这个是我们两个的一个成长，不仅是我，也是我爸的一个成长
"
1,"他的脾气很好，会纵容我的很多东西。我的故意任性的时候，就是他都不会计较。
"
0,"上一次争吵应该算是一周前吧。也不能算争吵只能算争论，就是关于为什么要否定别人、怎么否定别人，然后是不是需要有理有据的问题。因为发现自己身边的舍友越来越杠精。
"
1,"喜欢家乡的青山绿水。
"
0,"是上周。是因为他想跟我解释什么事情，反而我觉得不需要解释。
"
1,"诶？我放松的时候最喜欢睡觉，因为睡觉使我开心。
"
0,"时间太久远了，我已经忘啦。我好像没有跟人争吵过。对啊，我好像是没有跟人吵架。
"
1,"气候比较好，空气质量比较好，吃的东西比较符合口味，然后山地口味重口味点。
"
0,"在高铁站买票的时候，旁边有个老大娘硬要说我插队，她自己站在旁边，她觉得我插了她的队的。就很离谱，然后整个人也是特别神经质的一个傻货。
"
1,"放松的时候喜欢看书。因为觉得在书里面可以感受各种不同的人生，然后让自己的心情得到放松。
"
0,"嗯，最后悔的事情，没有最后悔的事情吧。人生不如意十有八九，心态放好就好啦，就不会有后悔的事情了。就坚定自己每一个选择都是对的。
"
1,"一边看电影一边打游戏。因为这样比较放松嘛，比较开心，也可以缓解平常中工作的压力吧。
"
0,"很久很久以前了吧。应该是大学本科的时候，可能和舍友一起争吵吧，因为他在我睡觉的时候抽烟，我有点受不了。
"
1,我最好的朋友现在在中国地质大学读博士，他比较活泼开朗，而且积极向上，同时非常的上进。平时跟他接触的时候我就觉得他非常的健谈，他平时的学习中也很靠谱，阅读了大量论文，然后对于做科学研究来说他也有很多自己独到的见解。
0,我呢目前在读博士，我最近一次感到懊恼和不开心，是在上个月，我做出来的实验结果。嗯，很难从理论方面很难对其进行理论上的解释。所以那一段时间我很不开心。很。很懊恼很不开心。
1,"最近没什么让我开心的事情。
"
0,上一次和人争吵，不记得了。最近时间都没有与人争吵过。
1,"初中同学。他的情商很高。
"
0,"不是特别经常。睡得不舒服。
"
1,听音乐，因为听音乐能让我感到放松，忘记一些烦恼的事。
0,"最讨厌的事就是别人不经我同意乱翻我东西。
"
1,"我喜欢和朋友一起玩游戏，因为这样的话大家一起玩聊聊天，挺热闹挺开心的。
"
0,"我最讨厌那种比较傲慢，然后没有礼貌，喜欢随便嘲讽别人，不顾他人感受的那些人。
"
1,刚才中午觉睡了两小时可开心了。
0,"会和朋友们说一下，或者是一些没有什么一些比较小的让我生气的事，就一会就气消了过去了。
"
1,"放松的时候最喜欢闭着眼睛想一些个让自己高兴的事，因为这样情绪会越来越好。
"
0,"最近一次情绪不好，还是因为工作上的事，因为一些个认为是不公平不公正，或者是不正确的占到了主导地位。
"
1,我的一个表姐。他整个人都很积极向上，也很阳光开朗，然后处事风格也很利落，能给我带来很多事情给我带来很多很好的建议，不管是工作上还是生活上。
0,曾经有一份 offer很好很满意，当时因为种种原因加上家里的意见，后面整个职业生涯规划完全是朝另外一条是比较后悔的。
1,"我放松的时候比较喜欢看一些直播，这样的话可以使自己的身心得到一定的放松。
"
0,最近来说没有什么特别懊恼或者说不开心的事情，如果说的话可能是刚刚步入职场，在为人处事方面或者怎么说，就是在为人处事方面有些做的不是很到位。而后自己的老师自己的师傅说的时候感觉，哦，确实自己这方面做得不是很好，进而感觉到可能有一定的沮丧。
1,我最好的朋友是我的高中同学，我们性格相合，然后他比较性格开朗，很能相处来。
0,偶尔失眠，失眠的时候就是有一点焦虑，然后就看手机，直到天亮。
1,"我上一次感觉到开心是几天以前我居家隔离7天之后我可以出门玩了，所以我感觉到很开心。
"
0,"我从来不失眠，我只要躺到床上想睡觉就可以睡着。
"
1,今天花费了大概一个小时陪女朋友吃火锅，这可能是我最近最开心的事。
0,前一段时间我自行车被偷的时候，我找我通过监控找到那个偷我自行车的人，然后和他的争吵。
1,我最近感到开心的事情是前段时间和朋友一起去吃烤肉的时候，因为发现那个店应该是挺无意间的，然后并且它是自助的，然后并且对学生还挺便宜的，当时吃的是特别的开心。
0,以后我是偶尔失眠的时候应该是压力比较大，或者是想一些事情的时候。然后。可能就是睡不着。然后可能会当时会起来之后，比如说看一个视频或者是听会歌，然后然后再进行再睡觉。
1,"喜欢打游戏，因为因为游戏可以带你体验另一个世界，而且还有意思。
"
0,"生气的时候保持微笑就好了。有那么多情绪要干嘛？情绪是没有用处的东西。
"
1,"最喜欢。我们家的吃的。
"
0,嗯，有时候会失眠，嗯，就是压力比较大的时候会晚上就一直睡不着觉，然后第二天早上就会比就是比较难受，就整个人都浑身都比较难受。
1,最近快回家过年了，比较开心。
0,"讨厌那种。没有意义的社交。
"
1,上一次开心大概是之前投的论文中了的时候，然后因为讨论的过程也经历了一波三折，反复的修改，最后也是经过一次修改，写reply letter，然后最后论文被接收。感觉也达到了硕士的毕业要求。基本上是按照自己入学时的预期，然后来一步步的完成了论文这项工作。
0,最后悔的事情，有些是。当时没有意识到的，有些是意识到，但做了错误决策的。至于最后悔的事情，觉得当时往前看。嗯，包括15年高考报志愿，还有18年推免的时候，太天马行空了，当时甚至出去跑佳联营，找面试，连笔记本都不带对吧？觉得有些晕头乱撞的感觉，觉得当时如果是换一种态度和心态而认真的去了解和准备的话，觉得会有一个更符合预期的更切实的结果。然后现在的路，因为每一段路每去到一个地方，那个地方的风气习惯都会形成隐喻。所以往往使用是记录（这段我也没听清是三个什么字），其实也预示了自己将来的路。我觉得当时是没有认真考虑过了，总觉得这阶段走完了就结束了。也难以想象出一个清晰的计划。这样子。
1,玩儿游戏。这会让我更快乐。
0,"记不清了。
"
1,我最喜欢家乡有一个地方的风景，那边你会看到一条河，然后河的对岸就是连绵起伏的群山，然后你站在那里看群山的时候，你会感觉到大概是一种辽阔和平静。
0,嗯。如果一开始能耐住麻烦，去认真调研很多事情的话，可能我就会做出一些更明智的选择。嗯，一开始不耐烦做，可能是我最后会最想改的事情。
1,测试测试，进行测试。测试测试，进行测试。Talk about the person who has a positive impact on your life. How has he or she influence on you?
0,"没有忘记了。疫情太久没见人。
"
1,最喜欢家乡。的食物，一些比较有风味的小吃。上大学以后在上海这边好像没有找到类似于家乡的小吃。
0,偶尔会失眠，不是经常失眠，就是有一段时间会连续几天失眠的那一段时间，就感觉躺着虽然大脑放空，额身体也放轻松了，但是就是没有办法入眠。
1,最近拿到了PHD的offer很开心。
0,"本科的时候没有好。好好学习挺后悔的。
"
1,嗯……，我爸爸吧。他根据他的日常行为影响的我。他的教育才让我自由的成长。然后没有给我太多压力，然后他的一些行为，他做事的一些风格也会影响到我。
0,想一些开心的事情，或者用一些其他事情来分来打断自己的分心，大概就是这样。来让自己分心就不再去想这些事情，然后或者去想一些对策。
1,"昨天晚上吃晚饭的时候，感觉晚饭很好吃，所以很开心。
"
0,"最后悔的事情应该是小学的时候没有保护好眼睛，然后所以导致在小学时候很早就近视了，然后现在眼睛度数也比较高。
"
1,"我放松的时候最喜欢看b站的视频，因为比较有意思。
"
0,记不太清上次与别人争吵是什么时候，因为很少与别人争吵。
1,通过了驾照，考驾照科目三的考试。
0,"上一次的话可能就是期末考试，有一些科目拿到的成绩并不是非常符合自己的心理预期，因为觉得自己的自己可能付出的努力没有得到想象中的回报，所以会觉得比较不开心。
"
1,"我最好的朋友应该是高中的一个室友，平时生活都在一起。然后。学习上也是互相帮助。兴趣爱好。大多都是一致的，或者运动玩的东西之类的。
"
0,失眠的话不经常，有的时候，比如可能在想一些东西在想，像今天没做完的要做的需要做的东西可能就对一个小时两个小时睡不着，有的时候会。
1,吃的。
0,我没有和别人争吵过。
1,就，没，没什么觉得特别高兴的。
0,其他的就觉得。为什么？
1,"最近感到开心的事情就是发了年终奖。
"
0,"最近一次不开心，应该是不被别人理解吧，觉得自己辛辛苦苦结果被误解了，就很生气。
"
1,"上周五公司开年会，然后大家一起看节目。
"
0,简单来说就是，最简单的方法就是转移情绪，然后去做一些别的事情，但一定不能让自己爆发。
1,给我带来正面影响的人是我的恋人，然后他会在我产生退却迷惘这些相对负面情绪的时候，给我一些正面的鼓励。然后对我的平时生活上各种，各种方面他都会有很多方面的帮助。
0,"大概是半个月前，并非是争吵，这都是只是争论而已，就是讲到了一个关于男女平权的一个问题，然后发生了一些争论，因为没有争吵，大概是这样。
"
1,"补充。我喜欢在家看书、画画或者出去湖边逛一逛，因为这样可以让我更加的放松，更加的开心。
"
0,"我不记得上次和别人争吵是什么时候了，因为我印象中没有和别人争吵过。
"
1,?I think I like about my hometown in that the lifestyle is quite slow here compared to Shanghai where I go to university. It it is pretty relaxable and comfort comfort for me.
0,我一般不会失眠，失眠的时候，就是感觉比较清醒。
1,"我放松的时候最喜欢看各类的体育赛事，这样让我完全进入一个全新的这种环境，不用考虑现实场景下的各种问题，并且能够享受整个观看的过程，能把自己全身心的带入到这样一个场景当中。
"
0,我几乎不失眠，晚上基本上能倒头就睡
1,"昨天下午配了两副比较满意的新眼镜，就比较开心。
"
0,"我生气的时候通常就是表情会比较沉闷，然后不怎么说话，等过一段时间慢慢的消化掉这个情绪。
"
1,"positive_49.wav
他是一个非常优秀的朋友。然后我这样子通过他的做事的方式方法这样子看一下。这个是德鲁克，德鲁克他的书影响了我。
"
0,没有太多后悔的事情。如果非要说后悔的话，就是应该在20来岁的时候处理事情更成熟稳重一些。
1,"在放松的时候我最喜欢想象一些我可能可以实现，但可能永远不会去实现的一些设计。主要是因为这些想法会突然之间出现在我的脑海中。
"
0,"我几乎不会失眠，但在失眠时会从绝望变成暴躁。
"
1,美食。
0,"昨天因为遇到无理取闹的人。
"
1,"最近开心的事情最近放假了，然后好不容易能够回到家，过最后一个寒假，然后就会很开心的这样子。
"
0,"我不怎么失眠，有的时候可能有心事的话会晚一点睡着，但是基本上都是不会失眠。
"
1,"搬了新家。
"
0,"昨天晚上因为没有有人没有信守承诺。
"
1,上一次比较开心应该就是考完期末考试，放假的那天晚上吧。就是因为考完了就比较轻松嘛，不过这种快乐还是比较短暂的。在放假的第二天就可能要想一想期末考试的情况，或者说规划一下将来的事情。
0,最近一次不开心就是，某门课的成绩比较不理想吧，期末考试，不过这种不开心也过得蛮快的，只不过可能在过去我感觉自己受到了不少的一些小的挫折或者说不顺利，所以现在对于这些事情甚至有一那么一点点麻木的感觉，有的时候会感觉自己像加缪笔下的穆尔索一样那种麻木的感觉。
1,"最近去了一次迪士尼，我觉得迪士尼是地球上最快乐的地方，所以我觉得这也是我最近比较快乐的一次经历或者说是活动。
"
0,上一次和别人争吵，就是最近啊可能是两个人对于一一件事物它的一个价值观取向并不是很一致，所以每个人都认为自己所认为的结果是正确的，我们就会因此进行争论。
1,"最近和同学一起吃饭，聊天的时候很开心。
"
0,印象比较深刻的后悔有主要大学期间感觉时间掌握的不是很好，很多时间都浪费掉了，因为因为（确实发音不太标准）做一些事情。
1,上次感到最开心或者激动的时候，是因为游戏的抽卡，感觉自己难得的欧了一次，就，就很高兴，对。
0,"最讨厌的人倒是没有一个具体讨厌的对象，但是我朋友跟我形容过就是那种在两个人的一段关系里面，自己把自己当成一个那种自我感动式的自我奉献的角色，就自己觉得自己是在为别人好，在为别人考虑。但实际上只是在给别人带来压力而已，这种人或者这种类似的事情和关系，我是非常讨厌。
"
1,说到最近比较开心的事情，就是我平时不是在实习吗，白天都工作很累，然后最近晚上会和我的朋友，然后我的家里一些人晚上一起打打游戏，然后可能每天9点多开始，10点多开始，然后周末白天也能打一会，哎呀就觉得哎呀在种在这种沉重的工作压力的压迫之下，游戏显得格外好玩，然后每次玩的时候感觉特别好。
0,争吵，我倒其实特别认真的争吵，可能还是在工作的时候，就是因为大家会在工作的时候意见上会有一些不一致。然后再一个是可能大家都比较急着有进度，所以互相都push的比较厉害，搞得大家其实心态都不太好，然后很容易就吵起来了。
1,"是我的母亲，因为她一直都教会我怎么判断现在什么事情对自己是最重要的，然后只在意最重要的这件事情。
"
0,"不经常失眠，很少有失眠的情况。
"
1,"昨天和弟弟吃火锅很开心。
"
0,"我不喜欢被监控被逼迫做一些事情。
"
1,"放假回家的过程就很开心。
"
0,"有时候会失眠，因为我室友打呼噜，失眠的时候就很烦，想尽快睡着。
"
1,放松的时候比较喜欢玩游戏、看书、看电视剧和漫画吧。因为首先玩游戏的话我是跟同学一起玩，所以在玩的过程中是比较开心的。然后看动画的话其实也是就放松一下，然后主要也会沉浸在一些其他的剧情里面，也是另外一种享受吧，还有看书的话，比较喜欢看那种文科类的知识书，来拓宽一下视野，或者是看一些小说，其实跟看动画也是差不多的效果。
0,目前来看，最后悔的事情的话可能是就我个人而言的话，可能是在高中或者是初中的时候，没有好好学习一些文科类的知识或者是语文。因为其实在日常生活中的话，我发现现在开始逐渐发现像包括历史，还有像金融类的一些知识，还有像语文就是语言的那种艺术其实还是比较有需要的。就虽然说是后悔的事情，但我感觉你在现在平时的生活中也能继续去补充，所以也不算什么大事。
1,"上个星期知道自己通过博士申请考核的消息。
"
0,"上次争吵应该是初中的时候，上课的时候有的同学说话影响到其他同学的学习了。
"
1,"上一次感到开心和激动是前天我买的出一个模型到了，然后等了好久然后终于到了，而且收到了以后发现质量也很好，也没有出现有可能出现的一些瑕疵和bug，然后感觉非常的开心。
"
0,好像很久都没有和别人争吵过了，因为感觉我这个人不太喜欢和别人吵架，然后如果有什么不满意的地方，可能会比较可能会直说，如果觉得如果对面一直还是不同意我的说法，或者是做一些我不太喜欢的事，然后我可能会选择让一下，或者是再跟他理论一下，但是不是很喜欢和别人争吵。
1,上，上周，说要换个家的时候。
0,"前几天把蓝牙耳机放进洗衣机里洗了。
"
1,"寒假放学回家，在爸妈在高铁站接我的时候。
"
0,"很少失眠，因为我瞌睡比较多。
"
1,"?Hello。能听到吗？距离我最近的一次开心，我觉得应该是上一次和几个朋友一起去打羽毛球，可能学习当中有意思的放松，然后和他们一起玩一玩，感觉还挺舒服的很愉快的。
"
0,上一次争吵应该就是和家里人可能和我父母因为家里的一些琐碎的事情，然后可能也是正是因为是家里的人，所以说观念在不同的时候就容易发生一些争执，但是事后也会觉得自己做的不是太好，好像每一次争吵都是这样子。
1,"?When I get relaxed, I'd like to play games because I came into the real world, world in the world that so you can craft about what you can do everything and without any pressure, some responsibility you just can I can do the thing with you. They're not in the real world."
0,"?Anything the most unhappy thing, I thought I broken with my friend. That’s it."
1,"元旦的时候和小伙伴一起在家吃火锅、打牌。
"
0,"本来今年过年，我妈要过来陪我在上海一起过年，然后由于疫情，他那边现在过不来了，然后就要一个人过年，就会感到不开心。
"
1,"找到一份工资更高的工作。
"
0,"不失眠。
"
1,"它基本上开朗乐观，能给人带来乐趣。当生活中有开心的事情，他也乐于分享给大家，然后大家有不开心的事情也乐于找他倾诉，他能帮助我们解决很多没有想到的问题，给人带来新的思考方式。
"
0,"不太会失眠，可能偶尔有时候因为实验效果不太好，或者是因为对某件事情的担心，或者是想不清楚某些问题，脑海里在反复思考着这一些问题和可能的解决方案，可能会偶尔有失眠的症状。
"
1,"我们公司年会抽奖中了奖。
"
0,我从不失眠，我倒头就睡。
1,"可能是上次爬山的时候，就是走路看风景有一点点累，然后爬了一整天的山，整个的过程当中还是挺开心的。
"
0,倒也没有经常失眠，失眠的话就是睡不着。就是无论如何也睡不着，就是失眠了。我可能会去听一些助眠的音乐，就是一些什么大自然的声音，什么海浪声，什么下雨的声音这种的。我经常在中午午睡的时候会听这种声音，因为办公室有的时候会有一点不是那么安静。午睡的时候，你如果就是不听的话，很有可能被别人吵到，所以我会听一些这些东西。
1,中午我吃了饭。
0,目前常失眠。（语音很不清楚）
1,无
0,"我之前生气的时候都处理不好自己的情绪，总是用发火，或者自己说大部分是用发火来解决。
"
1,"我会玩手机，说为什么？因为我处于很放松的状态的话，其实我不是有很多的事情需要去忙，所以说那就是在我放松的时候，一般是我比较清闲的时候，我清闲的时候就想说刷微博看一下东西，大概就是这个原因。
"
0,我没有经常失眠的这样一个状态，我一般入睡还是比较快的，因为我在入睡之前会做一些让自己比较放松的，让自己去酝酿酝酝酿一下睡意，所以说我不会有经常失眠的那个状态。但是如果是失眠的话，我比较想要自己想要让自己快一点睡着，所以我想要自己睡着那种感觉比较强烈一点。
1,"我大概前几天的时候感到非常高兴，因为我刚考完试，而且还考得不错。
"
0,我上一次和别人争吵是大概一个月之前，因为我们对一个旅行的计划产生了分歧，所以我们争吵了。
1,放松的时候喜欢听音乐、读书、休息、漫步、旅行，原因是可以放松自己，不会思考其他任何问题。
0,"目前来看没有什么后悔过的事情。
"
1,"人们都很友好，环境也很好，然后有很多可以发展的机会。
"
0,"我有时候会失眠，然后失眠的时候就会比较焦虑，然后也比较烦躁。
"
1,上次应该是1月20号吧期末考试刚考完那天，因为压力特别大，考完之后就很放松，也很开心。
0,是一门课成绩出了之后觉得很不开心，因为本来以为那门课的成绩是肯定没有问题的，没想到这学期那门课的成绩确实最差。
1,"我的爸爸妈妈他们在我遇到困难的过程当中会给予我最大的鼓励，努力，让我不再消极和低沉，然后从负面情绪的影响当中走出来，我觉得这是非常重要的。
"
0,大概两三天前，是在焦虑毕业以后，一个是博士毕业，再一个是博士毕业，该如何找工作的问题。
1,"他写代码很厉害。
"
0,在玩桌游的时候。然后他太菜了。
1,"喜欢家乡的食物。
"
0,最后悔的应该是我奶奶，没有好好的去多和她交流，多回家去看看她。
1,"最近出去旅游了一趟，玩得还算挺开心的。
"
0,"睡觉或者听歌。
"
1,"我最好的朋友叫做约翰张，他是我的老板，他经常有一些奇思妙想，有各种各样的idea，他都会和我讨论，让我去实现。当我有问题的时候我都会去找他，他都会很耐心的帮我解答。有时候我的论文写得不好，他会认真帮我修改一遍、两遍三遍，甚至4遍，修改好多次，他都没有什么怨言。还有时候我会晚上12点一点2点3点。4点。邮件找他，他早上7点的时候都会准时的回答我邮件里的问题，令我十分感动，所以他是我的最好的朋友。
"
0,我上一次感到不开心，生气。 懊恼。大概是去年11月初的时候，当时我有投一次国际会议，那时候国际会议出了审稿结果，啊，审稿的结果非常不好啊，有三个审稿人，一个质疑我的贡献不足，一个人认为我的方法提升了不多，另外一个人觉得我我做的东西他根本不理解，唉，真的是，最生气的是有其中一个审稿人，觉得我对文章的理解不对，但是那篇文章是我自己的文章啊，他既然说我理解自己的文章不对，真是太奇怪了，弄得我十分的不开心。我的论文被拒了，影响我毕业，所以真的是非常非常的不开心，非常非常的懊恼，唉。
1,喜欢看电影，因为看电影可以让一个人安静下来。
0,"当我生气时我会尽量从令我生气的场景中抽离出来，保持冷静，然后再去回顾整个事件，来平息自己的情绪。
"
1,"在我放松的时候我喜欢去健身房锻炼身体，因为锻炼可以让我保持良好的身材，也能让我更加的放松自己。
"
0,"看是哪种场合尽量控制自己的情绪。
"
1,"1 month ago I went to Disney land for a day. It was a happy day.
"
0,"?My biggest regret is that I had wasted some time last year and to do something. It's useful. I wasted some time.
"
1,学习优化的过程，本来以为工程数学会挂掉的，结果认真学习了一周之后去考试，最后没有挂掉，考的分数还蛮好，就很开心。
0,"一般在生气的时候会自己一个人呆在一个地方，去手机上找一些开心的事情来看，比如说看一些笑话，看一些小品之类的，有的时候还会自己一个人在那里听歌，或者去外面散散步，然后过一段时间之后就不会太生气了。
"
1,嗯，不会特意做什么，主要就是看看书或者是发发呆看看视频什么的。因为也不是特别知道想做什么，能自己放松下来，不去想一些东西就能放松起来。
0,就顺其自然了。
1,"就在刚才找到了一本电子书是我特别想读的那种。
"
0,不怎么失眠。但是如果失眠的话，就是可能会想很多东西，但是没有特别的感觉。
